"nome","uf","ano","imuno","cobertura","mun_uf"
" PARAIBA"," Paraíba",1998,"Ignorado",97.48,"UF"
" PARAIBA"," Paraíba",1998,"Total",61.39,"UF"
" PERNAMBUCO"," Pernambuco",1998,"BCG",133.72,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Hepatite B",1.31,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Poliomielite",131.43,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Febre Amarela",0.18,"UF"
" PERNAMBUCO"," Pernambuco",1998,"DTP",100.38,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Sarampo",113.48,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Haemophilus influenzae b",0,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Ignorado",126.11,"UF"
" PERNAMBUCO"," Pernambuco",1998,"Total",81.41,"UF"
" ALAGOAS"," Alagoas",1998,"BCG",96.86,"UF"
" ALAGOAS"," Alagoas",1998,"Hepatite B",4.38,"UF"
" ALAGOAS"," Alagoas",1998,"Poliomielite",60.33,"UF"
" ALAGOAS"," Alagoas",1998,"Febre Amarela",0.01,"UF"
" ALAGOAS"," Alagoas",1998,"DTP",58.18,"UF"
" ALAGOAS"," Alagoas",1998,"Sarampo",61.49,"UF"
" ALAGOAS"," Alagoas",1998,"Haemophilus influenzae b",0,"UF"
" ALAGOAS"," Alagoas",1998,"Ignorado",104.69,"UF"
" ALAGOAS"," Alagoas",1998,"Total",54.52,"UF"
" SERGIPE"," Sergipe",1998,"BCG",125.01,"UF"
" SERGIPE"," Sergipe",1998,"Hepatite B",1.26,"UF"
" SERGIPE"," Sergipe",1998,"Poliomielite",98.19,"UF"
" SERGIPE"," Sergipe",1998,"Febre Amarela",0.02,"UF"
" SERGIPE"," Sergipe",1998,"DTP",98.26,"UF"
" SERGIPE"," Sergipe",1998,"Sarampo",96.44,"UF"
" SERGIPE"," Sergipe",1998,"Haemophilus influenzae b",0,"UF"
" SERGIPE"," Sergipe",1998,"Ignorado",112.88,"UF"
" SERGIPE"," Sergipe",1998,"Total",71.66,"UF"
" BAHIA"," Bahia",1998,"BCG",105.02,"UF"
" BAHIA"," Bahia",1998,"Hepatite B",11.82,"UF"
" BAHIA"," Bahia",1998,"Poliomielite",80.54,"UF"
" BAHIA"," Bahia",1998,"Febre Amarela",0.83,"UF"
" BAHIA"," Bahia",1998,"DTP",76.84,"UF"
" BAHIA"," Bahia",1998,"Sarampo",86.4,"UF"
" BAHIA"," Bahia",1998,"Haemophilus influenzae b",0,"UF"
" BAHIA"," Bahia",1998,"Ignorado",107.43,"UF"
" BAHIA"," Bahia",1998,"Total",64.03,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"BCG",86.92,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Hepatite B",1.18,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Poliomielite",82.2,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Febre Amarela",14.57,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"DTP",83.53,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Sarampo",82.96,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Haemophilus influenzae b",0,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Ignorado",105.28,"UF"
" MINAS GERAIS"," Minas Gerais",1998,"Total",62.43,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"BCG",116.11,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Hepatite B",100.01,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Poliomielite",120.33,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Febre Amarela",0.03,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"DTP",104,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Sarampo",107.62,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Haemophilus influenzae b",0,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Ignorado",127.37,"UF"
" ESPIRITO SANTO"," Espírito Santo",1998,"Total",89.21,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"BCG",124.32,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Hepatite B",1.88,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Poliomielite",102.14,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Febre Amarela",0.03,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"DTP",110.61,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Sarampo",103.65,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Haemophilus influenzae b",0.01,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Ignorado",110.67,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1998,"Total",73.78,"UF"
" SAO PAULO"," São Paulo",1998,"BCG",131.59,"UF"
" SAO PAULO"," São Paulo",1998,"Hepatite B",2.79,"UF"
" SAO PAULO"," São Paulo",1998,"Poliomielite",114.7,"UF"
" SAO PAULO"," São Paulo",1998,"Febre Amarela",5.25,"UF"
" SAO PAULO"," São Paulo",1998,"DTP",119.79,"UF"
" SAO PAULO"," São Paulo",1998,"Sarampo",124.72,"UF"
" SAO PAULO"," São Paulo",1998,"Haemophilus influenzae b",1.03,"UF"
" SAO PAULO"," São Paulo",1998,"Ignorado",108.85,"UF"
" SAO PAULO"," São Paulo",1998,"Total",79.73,"UF"
" PARANA"," Paraná",1998,"BCG",112.12,"UF"
" PARANA"," Paraná",1998,"Hepatite B",44.53,"UF"
" PARANA"," Paraná",1998,"Poliomielite",96.47,"UF"
" PARANA"," Paraná",1998,"Febre Amarela",0.03,"UF"
" PARANA"," Paraná",1998,"DTP",95.74,"UF"
" PARANA"," Paraná",1998,"Sarampo",113.72,"UF"
" PARANA"," Paraná",1998,"Haemophilus influenzae b",1.76,"UF"
" PARANA"," Paraná",1998,"Ignorado",53.13,"UF"
" PARANA"," Paraná",1998,"Total",63.4,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"BCG",94.49,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Hepatite B",68.98,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Poliomielite",88.54,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Febre Amarela",0.21,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"DTP",88.6,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Sarampo",92.18,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Haemophilus influenzae b",0,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Ignorado",105.87,"UF"
" SANTA CATARINA"," Santa Catarina",1998,"Total",71.64,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"BCG",102.25,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Hepatite B",2.18,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Poliomielite",87.38,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Febre Amarela",0.51,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"DTP",87.73,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Sarampo",84.22,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Haemophilus influenzae b",0,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Ignorado",102.48,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1998,"Total",63.25,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"BCG",113.7,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Hepatite B",0.71,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Poliomielite",93.79,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Febre Amarela",70.34,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"DTP",88.79,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Sarampo",90.18,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Haemophilus influenzae b",0,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Ignorado",108.78,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1998,"Total",75.01,"UF"
" MATO GROSSO"," Mato Grosso",1998,"BCG",112.27,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Hepatite B",5.75,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Poliomielite",109.78,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Febre Amarela",70.74,"UF"
" MATO GROSSO"," Mato Grosso",1998,"DTP",94.15,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Sarampo",95.64,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Haemophilus influenzae b",0,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Ignorado",107.21,"UF"
" MATO GROSSO"," Mato Grosso",1998,"Total",78.08,"UF"
" GOIAS"," Goiás",1998,"BCG",105.67,"UF"
" GOIAS"," Goiás",1998,"Hepatite B",5.36,"UF"
" GOIAS"," Goiás",1998,"Poliomielite",91.1,"UF"
" GOIAS"," Goiás",1998,"Febre Amarela",59.51,"UF"
" GOIAS"," Goiás",1998,"DTP",88.63,"UF"
" GOIAS"," Goiás",1998,"Sarampo",86.15,"UF"
" GOIAS"," Goiás",1998,"Haemophilus influenzae b",0,"UF"
" GOIAS"," Goiás",1998,"Ignorado",111.34,"UF"
" GOIAS"," Goiás",1998,"Total",73.23,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"BCG",159.36,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Hepatite B",89.69,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Poliomielite",127.57,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Febre Amarela",3.46,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"DTP",130,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Sarampo",1.3,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Haemophilus influenzae b",45.09,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Ignorado",101.69,"UF"
" DISTRITO FEDERAL"," Distrito Federal",1998,"Total",84.43,"UF"
" AMAZONAS"," Amazonas",1999,"BCG",117.2,"UF"
" AMAZONAS"," Amazonas",1999,"Hepatite B",64.23,"UF"
" AMAZONAS"," Amazonas",1999,"Poliomielite",84.06,"UF"
" AMAZONAS"," Amazonas",1999,"Febre Amarela",93.87,"UF"
" AMAZONAS"," Amazonas",1999,"Tríplice Viral  D1",0,"UF"
" AMAZONAS"," Amazonas",1999,"DTP",69.39,"UF"
" AMAZONAS"," Amazonas",1999,"Sarampo",82.49,"UF"
" AMAZONAS"," Amazonas",1999,"Haemophilus influenzae b",0.12,"UF"
" AMAZONAS"," Amazonas",1999,"Ignorado",84.42,"UF"
" AMAZONAS"," Amazonas",1999,"Total",72.19,"UF"
" RORAIMA"," Roraima",1999,"BCG",137.46,"UF"
" RORAIMA"," Roraima",1999,"Hepatite B",95.52,"UF"
" RORAIMA"," Roraima",1999,"Poliomielite",99.13,"UF"
" RORAIMA"," Roraima",1999,"Febre Amarela",98.09,"UF"
" RORAIMA"," Roraima",1999,"Tríplice Viral  D1",0,"UF"
" RORAIMA"," Roraima",1999,"DTP",95.44,"UF"
" RORAIMA"," Roraima",1999,"Sarampo",96.02,"UF"
" RORAIMA"," Roraima",1999,"Haemophilus influenzae b",0,"UF"
" RORAIMA"," Roraima",1999,"Ignorado",114.26,"UF"
" RORAIMA"," Roraima",1999,"Total",93.76,"UF"
" PARA"," Pará",1999,"BCG",100.51,"UF"
" PARA"," Pará",1999,"Hepatite B",63.64,"UF"
" PARA"," Pará",1999,"Poliomielite",86.14,"UF"
" PARA"," Pará",1999,"Febre Amarela",92.57,"UF"
" PARA"," Pará",1999,"Tríplice Viral  D1",0,"UF"
" PARA"," Pará",1999,"DTP",69.82,"UF"
" PARA"," Pará",1999,"Sarampo",85.1,"UF"
" PARA"," Pará",1999,"Haemophilus influenzae b",4.11,"UF"
" PARA"," Pará",1999,"Ignorado",104.65,"UF"
" PARA"," Pará",1999,"Total",82.95,"UF"
" AMAPA"," Amapá",1999,"BCG",132.84,"UF"
" AMAPA"," Amapá",1999,"Hepatite B",83.62,"UF"
" AMAPA"," Amapá",1999,"Poliomielite",85.72,"UF"
" AMAPA"," Amapá",1999,"Febre Amarela",94.5,"UF"
" AMAPA"," Amapá",1999,"Tríplice Viral  D1",0,"UF"
" AMAPA"," Amapá",1999,"DTP",87.06,"UF"
" AMAPA"," Amapá",1999,"Sarampo",100.13,"UF"
" AMAPA"," Amapá",1999,"Haemophilus influenzae b",0,"UF"
" AMAPA"," Amapá",1999,"Ignorado",99.53,"UF"
" AMAPA"," Amapá",1999,"Total",83.48,"UF"
" TOCANTINS"," Tocantins",1999,"BCG",119.5,"UF"
" TOCANTINS"," Tocantins",1999,"Hepatite B",96.97,"UF"
" TOCANTINS"," Tocantins",1999,"Poliomielite",107.5,"UF"
" TOCANTINS"," Tocantins",1999,"Febre Amarela",102.84,"UF"
" TOCANTINS"," Tocantins",1999,"Tríplice Viral  D1",0,"UF"
" TOCANTINS"," Tocantins",1999,"DTP",100.13,"UF"
" TOCANTINS"," Tocantins",1999,"Sarampo",100.22,"UF"
" TOCANTINS"," Tocantins",1999,"Haemophilus influenzae b",0.08,"UF"
" TOCANTINS"," Tocantins",1999,"Ignorado",101.81,"UF"
" TOCANTINS"," Tocantins",1999,"Total",87.82,"UF"
" MARANHAO"," Maranhão",1999,"BCG",122.25,"UF"
" MARANHAO"," Maranhão",1999,"Hepatite B",35.39,"UF"
" MARANHAO"," Maranhão",1999,"Poliomielite",68.41,"UF"
" MARANHAO"," Maranhão",1999,"Febre Amarela",77.45,"UF"
" MARANHAO"," Maranhão",1999,"Tríplice Viral  D1",0,"UF"
" MARANHAO"," Maranhão",1999,"DTP",69.22,"UF"
" MARANHAO"," Maranhão",1999,"Sarampo",93.02,"UF"
" MARANHAO"," Maranhão",1999,"Haemophilus influenzae b",0,"UF"
" MARANHAO"," Maranhão",1999,"Ignorado",98.26,"UF"
" MARANHAO"," Maranhão",1999,"Total",81.1,"UF"
" PIAUI"," Piauí",1999,"BCG",113.31,"UF"
" PIAUI"," Piauí",1999,"Hepatite B",14.23,"UF"
" PIAUI"," Piauí",1999,"Poliomielite",94.71,"UF"
" PIAUI"," Piauí",1999,"Febre Amarela",11.97,"UF"
" PIAUI"," Piauí",1999,"Tríplice Viral  D1",0,"UF"
" PIAUI"," Piauí",1999,"DTP",91.17,"UF"
" PIAUI"," Piauí",1999,"Sarampo",95.26,"UF"
" PIAUI"," Piauí",1999,"Haemophilus influenzae b",0.33,"UF"
" PIAUI"," Piauí",1999,"Ignorado",100.86,"UF"
" PIAUI"," Piauí",1999,"Total",81.53,"UF"
" CEARA"," Ceará",1999,"BCG",119.4,"UF"
" CEARA"," Ceará",1999,"Hepatite B",59.57,"UF"
" CEARA"," Ceará",1999,"Poliomielite",104.02,"UF"
" CEARA"," Ceará",1999,"Febre Amarela",14.27,"UF"
" CEARA"," Ceará",1999,"Tríplice Viral  D1",0,"UF"
" CEARA"," Ceará",1999,"DTP",101.77,"UF"
" CEARA"," Ceará",1999,"Sarampo",112.02,"UF"
" CEARA"," Ceará",1999,"Haemophilus influenzae b",9.08,"UF"
" CEARA"," Ceará",1999,"Ignorado",103.07,"UF"
" CEARA"," Ceará",1999,"Total",88.63,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"BCG",105.02,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Hepatite B",38.88,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Poliomielite",79.87,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Febre Amarela",1.28,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Tríplice Viral  D1",0,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"DTP",87.21,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Sarampo",89.81,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Haemophilus influenzae b",0.03,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Ignorado",98.29,"UF"
" RIO GRANDE DO NORTE"," Rio Grande do Norte",1999,"Total",78.8,"UF"
" PARAIBA"," Paraíba",1999,"BCG",107.34,"UF"
" PARAIBA"," Paraíba",1999,"Hepatite B",45.64,"UF"
" PARAIBA"," Paraíba",1999,"Poliomielite",94.52,"UF"
" PARAIBA"," Paraíba",1999,"Febre Amarela",1.61,"UF"
" PARAIBA"," Paraíba",1999,"Tríplice Viral  D1",0,"UF"
" PARAIBA"," Paraíba",1999,"DTP",92.32,"UF"
" PARAIBA"," Paraíba",1999,"Sarampo",93.34,"UF"
" PARAIBA"," Paraíba",1999,"Haemophilus influenzae b",0.08,"UF"
" PARAIBA"," Paraíba",1999,"Ignorado",98.27,"UF"
" PARAIBA"," Paraíba",1999,"Total",81.68,"UF"
" PERNAMBUCO"," Pernambuco",1999,"BCG",141.2,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Hepatite B",85.69,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Poliomielite",127.29,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Febre Amarela",0.44,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Tríplice Viral  D1",0,"UF"
" PERNAMBUCO"," Pernambuco",1999,"DTP",103.5,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Sarampo",117.36,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Haemophilus influenzae b",4.41,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Ignorado",103.55,"UF"
" PERNAMBUCO"," Pernambuco",1999,"Total",87.47,"UF"
" ALAGOAS"," Alagoas",1999,"BCG",111.97,"UF"
" ALAGOAS"," Alagoas",1999,"Hepatite B",55.1,"UF"
" ALAGOAS"," Alagoas",1999,"Poliomielite",85.32,"UF"
" ALAGOAS"," Alagoas",1999,"Febre Amarela",1.52,"UF"
" ALAGOAS"," Alagoas",1999,"Tríplice Viral  D1",0,"UF"
" ALAGOAS"," Alagoas",1999,"DTP",78.83,"UF"
" ALAGOAS"," Alagoas",1999,"Sarampo",84.94,"UF"
" ALAGOAS"," Alagoas",1999,"Haemophilus influenzae b",0.83,"UF"
" ALAGOAS"," Alagoas",1999,"Ignorado",103.06,"UF"
" ALAGOAS"," Alagoas",1999,"Total",78.3,"UF"
" SERGIPE"," Sergipe",1999,"BCG",125.9,"UF"
" SERGIPE"," Sergipe",1999,"Hepatite B",72.99,"UF"
" SERGIPE"," Sergipe",1999,"Poliomielite",105.68,"UF"
" SERGIPE"," Sergipe",1999,"Febre Amarela",0,"UF"
" SERGIPE"," Sergipe",1999,"Tríplice Viral  D1",0,"UF"
" SERGIPE"," Sergipe",1999,"DTP",102.23,"UF"
" SERGIPE"," Sergipe",1999,"Sarampo",104.06,"UF"
" SERGIPE"," Sergipe",1999,"Haemophilus influenzae b",0,"UF"
" SERGIPE"," Sergipe",1999,"Ignorado",120.26,"UF"
" SERGIPE"," Sergipe",1999,"Total",98.68,"UF"
" BAHIA"," Bahia",1999,"BCG",106.5,"UF"
" BAHIA"," Bahia",1999,"Hepatite B",83.39,"UF"
" BAHIA"," Bahia",1999,"Poliomielite",83.54,"UF"
" BAHIA"," Bahia",1999,"Febre Amarela",36.07,"UF"
" BAHIA"," Bahia",1999,"Tríplice Viral  D1",0,"UF"
" BAHIA"," Bahia",1999,"DTP",80.6,"UF"
" BAHIA"," Bahia",1999,"Sarampo",85.62,"UF"
" BAHIA"," Bahia",1999,"Haemophilus influenzae b",1.56,"UF"
" BAHIA"," Bahia",1999,"Ignorado",96.13,"UF"
" BAHIA"," Bahia",1999,"Total",82.45,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"BCG",103.83,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Hepatite B",75.64,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Poliomielite",93.1,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Febre Amarela",56.51,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Tríplice Viral  D1",0,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"DTP",91.84,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Sarampo",95.96,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Haemophilus influenzae b",6.62,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Ignorado",105.27,"UF"
" MINAS GERAIS"," Minas Gerais",1999,"Total",90.14,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"BCG",118.95,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Hepatite B",107.94,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Poliomielite",148.59,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Febre Amarela",0.06,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Tríplice Viral  D1",0,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"DTP",108.26,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Sarampo",108.38,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Haemophilus influenzae b",8.87,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Ignorado",105.72,"UF"
" ESPIRITO SANTO"," Espírito Santo",1999,"Total",94.67,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"BCG",134.13,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Hepatite B",77.08,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Poliomielite",101.67,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Febre Amarela",0.25,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Tríplice Viral  D1",0,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"DTP",101.97,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Sarampo",106.29,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Haemophilus influenzae b",16.33,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Ignorado",105.62,"UF"
" RIO DE JANEIRO"," Rio de Janeiro",1999,"Total",91.77,"UF"
" SAO PAULO"," São Paulo",1999,"BCG",128.76,"UF"
" SAO PAULO"," São Paulo",1999,"Hepatite B",112.32,"UF"
" SAO PAULO"," São Paulo",1999,"Poliomielite",112.18,"UF"
" SAO PAULO"," São Paulo",1999,"Febre Amarela",11.98,"UF"
" SAO PAULO"," São Paulo",1999,"Tríplice Viral  D1",0,"UF"
" SAO PAULO"," São Paulo",1999,"DTP",110.42,"UF"
" SAO PAULO"," São Paulo",1999,"Sarampo",115.24,"UF"
" SAO PAULO"," São Paulo",1999,"Haemophilus influenzae b",1.37,"UF"
" SAO PAULO"," São Paulo",1999,"Ignorado",100.88,"UF"
" SAO PAULO"," São Paulo",1999,"Total",92.11,"UF"
" PARANA"," Paraná",1999,"BCG",107.37,"UF"
" PARANA"," Paraná",1999,"Hepatite B",104.07,"UF"
" PARANA"," Paraná",1999,"Poliomielite",92.91,"UF"
" PARANA"," Paraná",1999,"Febre Amarela",0.19,"UF"
" PARANA"," Paraná",1999,"Tríplice Viral  D1",0,"UF"
" PARANA"," Paraná",1999,"DTP",93.02,"UF"
" PARANA"," Paraná",1999,"Sarampo",97.89,"UF"
" PARANA"," Paraná",1999,"Haemophilus influenzae b",1.8,"UF"
" PARANA"," Paraná",1999,"Ignorado",81.79,"UF"
" PARANA"," Paraná",1999,"Total",75.09,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"BCG",100.09,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Hepatite B",86.46,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Poliomielite",92.97,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Febre Amarela",0.17,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Tríplice Viral  D1",0,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"DTP",92.22,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Sarampo",94.31,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Haemophilus influenzae b",4.46,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Ignorado",96.91,"UF"
" SANTA CATARINA"," Santa Catarina",1999,"Total",82.85,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"BCG",110.23,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Hepatite B",110.45,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Poliomielite",94.68,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Febre Amarela",0.18,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Tríplice Viral  D1",0,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"DTP",95.25,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Sarampo",94.14,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Haemophilus influenzae b",0.8,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Ignorado",98.58,"UF"
" RIO GRANDE DO SUL"," Rio Grande do Sul",1999,"Total",85.9,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"BCG",114.96,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Hepatite B",65.29,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Poliomielite",97.52,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Febre Amarela",87.28,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Tríplice Viral  D1",0,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"DTP",89.41,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Sarampo",105.21,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Haemophilus influenzae b",0.28,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Ignorado",106.82,"UF"
" MATO GROSSO DO SUL"," Mato Grosso do Sul",1999,"Total",92.05,"UF"
" MATO GROSSO"," Mato Grosso",1999,"BCG",107.83,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Hepatite B",75.32,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Poliomielite",111.5,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Febre Amarela",76.55,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Tríplice Viral  D1",0,"UF"
" MATO GROSSO"," Mato Grosso",1999,"DTP",89.43,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Sarampo",97.5,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Haemophilus influenzae b",2.35,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Ignorado",95.6,"UF"
" MATO GROSSO"," Mato Grosso",1999,"Total",84.87,"UF"
" GOIAS"," Goiás",1999,"BCG",108.16,"UF"
" GOIAS"," Goiás",1999,"Hepatite B",90.29,"UF"
" GOIAS"," Goiás",1999,"Poliomielite",98.08,"UF"
" GOIAS"," Goiás",1999,"Febre Amarela",74.2,"UF"
" GOIAS"," Goiás",1999,"Tríplice Viral  D1",0,"UF"
